[09:30:32 INF] Usage: Total CPU 0.00% | App CPU 0.00% | App Heap 4.24MB
[11:11:44 INF] Usage: Total CPU 2.89% | App CPU 0.00% | App Heap 7.17MB
[11:11:45 INF] Usage: Total CPU 4.69% | App CPU 0.00% | App Heap 7.17MB
[11:11:46 INF] Usage: Total CPU 4.27% | App CPU 0.00% | App Heap 7.17MB
[11:11:47 INF] Usage: Total CPU 0.27% | App CPU 0.00% | App Heap 7.18MB
[11:11:48 INF] Usage: Total CPU 2.71% | App CPU 0.00% | App Heap 7.17MB
[11:11:49 INF] Usage: Total CPU 1.89% | App CPU 0.00% | App Heap 7.18MB
[11:11:50 INF] Usage: Total CPU 3.84% | App CPU 0.00% | App Heap 7.17MB
[11:11:51 INF] Usage: Total CPU 5.09% | App CPU 0.13% | App Heap 7.18MB
[11:11:52 INF] Usage: Total CPU 2.02% | App CPU 0.00% | App Heap 7.17MB
[11:11:53 INF] Usage: Total CPU 3.95% | App CPU 0.00% | App Heap 7.17MB
[11:11:54 INF] Usage: Total CPU 3.73% | App CPU 0.00% | App Heap 7.17MB
[11:11:55 INF] Usage: Total CPU 10.08% | App CPU 0.00% | App Heap 7.18MB
[11:11:56 INF] Usage: Total CPU 6.96% | App CPU 0.00% | App Heap 7.17MB
[11:11:57 INF] Usage: Total CPU 4.56% | App CPU 0.00% | App Heap 7.17MB
[11:11:58 INF] Usage: Total CPU 1.84% | App CPU 0.00% | App Heap 7.17MB
[11:12:05 INF] Usage: Total CPU 0.00% | App CPU 0.00% | App Heap 3.58MB
[11:12:06 INF] Usage: Total CPU 11.91% | App CPU 3.95% | App Heap 5.27MB
[11:12:07 INF] Usage: Total CPU 7.04% | App CPU 2.78% | App Heap 5.38MB
[11:12:08 INF] Usage: Total CPU 6.12% | App CPU 0.06% | App Heap 5.44MB
[11:12:09 INF] Usage: Total CPU 5.67% | App CPU 1.60% | App Heap 5.44MB
[11:12:10 INF] Usage: Total CPU 2.29% | App CPU 0.06% | App Heap 5.44MB
[11:12:11 INF] Usage: Total CPU 6.14% | App CPU 0.00% | App Heap 5.45MB
[11:12:12 INF] Usage: Total CPU 5.74% | App CPU 0.13% | App Heap 5.45MB
[11:12:13 INF] Usage: Total CPU 1.53% | App CPU 0.06% | App Heap 5.44MB
[11:12:14 INF] Usage: Total CPU 2.85% | App CPU 0.00% | App Heap 5.44MB
[11:12:15 INF] Usage: Total CPU 5.04% | App CPU 0.06% | App Heap 5.44MB
[11:12:16 INF] Usage: Total CPU 4.08% | App CPU 0.06% | App Heap 5.54MB
[11:12:17 INF] Usage: Total CPU 6.53% | App CPU 3.65% | App Heap 6.97MB
[11:12:18 INF] Usage: Total CPU 7.50% | App CPU 1.96% | App Heap 7.30MB
[11:12:19 INF] Usage: Total CPU 6.17% | App CPU 1.28% | App Heap 7.37MB
[11:12:20 INF] Usage: Total CPU 2.55% | App CPU 0.00% | App Heap 7.37MB
[11:12:21 INF] Usage: Total CPU 2.86% | App CPU 0.13% | App Heap 7.37MB
[11:12:22 INF] Usage: Total CPU 0.80% | App CPU 0.06% | App Heap 7.37MB
[11:12:23 INF] Usage: Total CPU 2.71% | App CPU 0.00% | App Heap 7.37MB
[11:12:24 INF] Usage: Total CPU 1.17% | App CPU 0.06% | App Heap 7.33MB
[11:12:25 INF] Usage: Total CPU 3.28% | App CPU 0.00% | App Heap 7.33MB
[11:12:26 INF] Usage: Total CPU 1.51% | App CPU 0.06% | App Heap 7.33MB
[11:12:27 INF] Usage: Total CPU 4.62% | App CPU 0.00% | App Heap 7.33MB
[11:12:28 INF] Usage: Total CPU 3.30% | App CPU 0.00% | App Heap 7.33MB
[11:12:29 INF] Usage: Total CPU 3.01% | App CPU 0.00% | App Heap 7.33MB
[11:12:30 INF] Usage: Total CPU 1.20% | App CPU 0.00% | App Heap 7.33MB
[11:12:31 INF] Usage: Total CPU 5.87% | App CPU 0.00% | App Heap 7.33MB
[11:12:32 INF] Usage: Total CPU 12.95% | App CPU 0.19% | App Heap 7.33MB
[11:12:33 INF] Usage: Total CPU 4.77% | App CPU 0.00% | App Heap 7.33MB
[11:12:34 INF] Usage: Total CPU 11.23% | App CPU 0.13% | App Heap 7.34MB
[11:12:35 INF] Usage: Total CPU 0.90% | App CPU 0.06% | App Heap 7.33MB
[11:12:36 INF] Usage: Total CPU 6.07% | App CPU 0.06% | App Heap 7.33MB
[11:12:37 INF] Usage: Total CPU 6.06% | App CPU 0.06% | App Heap 7.33MB
[11:12:38 INF] Usage: Total CPU 7.02% | App CPU 0.00% | App Heap 7.32MB
[11:12:39 INF] Usage: Total CPU 7.32% | App CPU 0.00% | App Heap 7.32MB
[11:12:40 INF] Usage: Total CPU 9.47% | App CPU 1.36% | App Heap 7.32MB
[11:12:41 INF] Usage: Total CPU 5.56% | App CPU 0.00% | App Heap 7.32MB
[11:12:42 INF] Usage: Total CPU 2.90% | App CPU 0.00% | App Heap 7.32MB
[11:12:43 INF] Usage: Total CPU 5.41% | App CPU 0.00% | App Heap 7.33MB
[11:12:44 INF] Usage: Total CPU 5.67% | App CPU 0.00% | App Heap 7.33MB
[11:12:45 INF] Usage: Total CPU 1.97% | App CPU 0.00% | App Heap 7.32MB
[11:12:46 INF] Usage: Total CPU 3.24% | App CPU 0.00% | App Heap 7.32MB
[11:12:47 INF] Usage: Total CPU 3.72% | App CPU 1.49% | App Heap 7.33MB
[11:12:48 INF] Usage: Total CPU 2.76% | App CPU 0.06% | App Heap 7.33MB
[11:12:49 INF] Usage: Total CPU 6.47% | App CPU 0.06% | App Heap 7.32MB
[11:12:50 INF] Usage: Total CPU 2.38% | App CPU 0.00% | App Heap 7.33MB
[11:12:51 INF] Usage: Total CPU 2.30% | App CPU 0.00% | App Heap 7.32MB
[11:12:52 INF] Usage: Total CPU 4.12% | App CPU 0.00% | App Heap 7.32MB
[11:12:53 INF] Usage: Total CPU 2.63% | App CPU 0.00% | App Heap 7.33MB
[11:12:54 INF] Usage: Total CPU 2.41% | App CPU 0.00% | App Heap 7.32MB
[11:12:55 INF] Usage: Total CPU 2.14% | App CPU 0.00% | App Heap 7.32MB
[11:12:56 INF] Usage: Total CPU 6.58% | App CPU 0.00% | App Heap 7.33MB
[11:12:57 INF] Usage: Total CPU 1.38% | App CPU 0.00% | App Heap 7.33MB
[11:12:58 INF] Usage: Total CPU 3.23% | App CPU 0.00% | App Heap 7.33MB
[11:12:59 INF] Usage: Total CPU 4.23% | App CPU 0.00% | App Heap 7.33MB
[11:13:00 INF] Usage: Total CPU 5.19% | App CPU 0.06% | App Heap 7.33MB
[11:13:01 INF] Usage: Total CPU 7.28% | App CPU 1.54% | App Heap 7.33MB
[11:13:02 INF] Usage: Total CPU 6.17% | App CPU 0.13% | App Heap 7.33MB
[11:13:03 INF] Usage: Total CPU 6.47% | App CPU 1.54% | App Heap 7.33MB
[11:13:04 INF] Usage: Total CPU 7.86% | App CPU 1.62% | App Heap 7.33MB
[11:13:05 INF] Usage: Total CPU 2.92% | App CPU 0.13% | App Heap 7.33MB
[11:13:07 INF] Usage: Total CPU 4.57% | App CPU 0.13% | App Heap 7.33MB
[11:13:08 INF] Usage: Total CPU 3.41% | App CPU 0.00% | App Heap 7.33MB
[11:13:09 INF] Usage: Total CPU 2.48% | App CPU 0.00% | App Heap 7.33MB
[11:13:10 INF] Usage: Total CPU 3.40% | App CPU 0.00% | App Heap 7.33MB
[11:13:11 INF] Usage: Total CPU 4.38% | App CPU 0.51% | App Heap 7.33MB
[11:13:17 INF] Usage: Total CPU 0.00% | App CPU 0.00% | App Heap 3.58MB
[11:13:18 INF] Usage: Total CPU 12.77% | App CPU 3.78% | App Heap 4.87MB
[11:13:19 INF] Usage: Total CPU 16.26% | App CPU 2.22% | App Heap 5.31MB
[11:13:20 INF] Usage: Total CPU 6.76% | App CPU 0.00% | App Heap 5.38MB
[11:13:21 INF] Usage: Total CPU 1.76% | App CPU 0.06% | App Heap 5.38MB
[11:13:22 INF] Usage: Total CPU 3.14% | App CPU 0.00% | App Heap 5.38MB
[11:13:23 INF] Usage: Total CPU 3.61% | App CPU 0.00% | App Heap 5.38MB
[11:13:24 INF] Usage: Total CPU 6.66% | App CPU 0.83% | App Heap 5.49MB
[11:13:25 INF] Usage: Total CPU 4.27% | App CPU 0.06% | App Heap 5.55MB
[11:13:26 INF] Usage: Total CPU 4.79% | App CPU 0.39% | App Heap 5.60MB
[11:13:27 INF] Usage: Total CPU 0.59% | App CPU 0.00% | App Heap 5.67MB
[11:13:28 INF] Usage: Total CPU 3.79% | App CPU 0.00% | App Heap 5.59MB
[11:13:29 INF] Usage: Total CPU 2.22% | App CPU 0.00% | App Heap 5.65MB
[11:13:30 INF] Usage: Total CPU 5.07% | App CPU 0.06% | App Heap 5.65MB
[11:13:31 INF] Usage: Total CPU 2.65% | App CPU 0.06% | App Heap 5.57MB
[11:13:32 INF] Usage: Total CPU 2.88% | App CPU 0.00% | App Heap 5.57MB
[11:13:33 INF] Usage: Total CPU 5.40% | App CPU 0.06% | App Heap 5.57MB
[11:13:34 INF] Usage: Total CPU 8.08% | App CPU 0.00% | App Heap 5.58MB
[11:13:35 INF] Usage: Total CPU 2.68% | App CPU 0.13% | App Heap 5.57MB
[11:13:36 INF] Usage: Total CPU 1.17% | App CPU 0.06% | App Heap 5.58MB
[11:13:37 INF] Usage: Total CPU 2.00% | App CPU 0.00% | App Heap 5.58MB
[11:13:38 INF] Usage: Total CPU 1.56% | App CPU 0.00% | App Heap 5.58MB
[11:13:39 INF] Usage: Total CPU 4.14% | App CPU 0.06% | App Heap 5.58MB
[11:13:40 INF] Usage: Total CPU 5.45% | App CPU 0.00% | App Heap 5.58MB
[11:13:41 INF] Usage: Total CPU 4.43% | App CPU 0.06% | App Heap 5.58MB
[11:13:42 INF] Usage: Total CPU 5.54% | App CPU 1.48% | App Heap 5.58MB
[11:13:43 INF] Usage: Total CPU 2.88% | App CPU 0.00% | App Heap 5.58MB
[11:13:44 INF] Usage: Total CPU 2.89% | App CPU 0.00% | App Heap 5.58MB
[11:13:45 INF] Usage: Total CPU 5.19% | App CPU 0.19% | App Heap 5.58MB
[13:22:51 INF] Usage: Total CPU 0.00% | App CPU 0.00% | App Heap 3.55MB
[13:22:52 INF] Usage: Total CPU 10.24% | App CPU 2.51% | App Heap 4.31MB
[13:22:53 INF] Usage: Total CPU 10.87% | App CPU 4.27% | App Heap 5.19MB
[13:22:54 INF] Usage: Total CPU 3.30% | App CPU 0.00% | App Heap 5.26MB
[13:22:55 INF] Usage: Total CPU 7.08% | App CPU 0.19% | App Heap 5.26MB
[13:22:56 INF] Usage: Total CPU 4.10% | App CPU 0.00% | App Heap 5.26MB
[13:22:57 INF] Usage: Total CPU 6.35% | App CPU 0.13% | App Heap 5.26MB
[13:22:58 INF] Usage: Total CPU 7.30% | App CPU 0.00% | App Heap 5.25MB
[13:22:59 INF] Usage: Total CPU 1.95% | App CPU 0.00% | App Heap 5.24MB
[13:23:00 INF] Usage: Total CPU 2.40% | App CPU 0.06% | App Heap 5.24MB
[13:23:01 INF] Usage: Total CPU 1.57% | App CPU 0.06% | App Heap 5.21MB
[13:23:02 INF] Usage: Total CPU 4.63% | App CPU 0.19% | App Heap 5.21MB
[13:23:03 INF] Usage: Total CPU 7.14% | App CPU 1.74% | App Heap 6.13MB
[13:23:04 INF] Usage: Total CPU 8.13% | App CPU 4.02% | App Heap 7.25MB
[13:23:05 INF] Usage: Total CPU 9.19% | App CPU 1.47% | App Heap 7.29MB
[13:23:06 INF] Usage: Total CPU 2.86% | App CPU 0.00% | App Heap 7.29MB
[13:23:07 INF] Usage: Total CPU 4.16% | App CPU 0.00% | App Heap 7.29MB
[13:23:08 INF] Usage: Total CPU 3.57% | App CPU 0.06% | App Heap 7.29MB
[13:23:09 INF] Usage: Total CPU 2.45% | App CPU 0.00% | App Heap 7.25MB
[13:23:10 INF] Usage: Total CPU 0.71% | App CPU 0.00% | App Heap 7.25MB
[13:23:11 INF] Usage: Total CPU 3.25% | App CPU 0.00% | App Heap 7.25MB
[13:23:12 INF] Usage: Total CPU 3.22% | App CPU 0.52% | App Heap 7.25MB
[13:23:13 INF] Usage: Total CPU 2.25% | App CPU 0.00% | App Heap 7.26MB
[13:23:14 INF] Usage: Total CPU 2.62% | App CPU 0.00% | App Heap 7.26MB
[13:23:15 INF] Usage: Total CPU 8.35% | App CPU 1.60% | App Heap 7.22MB
[13:23:16 INF] Usage: Total CPU 4.67% | App CPU 1.15% | App Heap 7.22MB
[13:23:17 INF] Usage: Total CPU 3.17% | App CPU 0.19% | App Heap 7.22MB
[13:23:18 INF] Usage: Total CPU 0.95% | App CPU 0.06% | App Heap 7.22MB
[13:23:19 INF] Usage: Total CPU 2.84% | App CPU 0.13% | App Heap 7.23MB
[13:23:20 INF] Usage: Total CPU 6.05% | App CPU 1.60% | App Heap 7.23MB
[13:23:21 INF] Usage: Total CPU 2.60% | App CPU 1.60% | App Heap 7.23MB
[13:23:22 INF] Usage: Total CPU 0.92% | App CPU 0.13% | App Heap 7.23MB
[13:23:23 INF] Usage: Total CPU 2.67% | App CPU 0.00% | App Heap 7.23MB
[13:23:24 INF] Usage: Total CPU 6.75% | App CPU 0.06% | App Heap 7.22MB
[13:23:25 INF] Usage: Total CPU 1.25% | App CPU 0.00% | App Heap 7.17MB
[13:23:26 INF] Usage: Total CPU 2.54% | App CPU 0.06% | App Heap 7.22MB
[13:23:27 INF] Usage: Total CPU 3.91% | App CPU 1.53% | App Heap 7.23MB
[13:23:28 INF] Usage: Total CPU 4.21% | App CPU 0.00% | App Heap 7.23MB
[13:23:29 INF] Usage: Total CPU 2.74% | App CPU 0.00% | App Heap 7.23MB
[13:23:30 INF] Usage: Total CPU 4.29% | App CPU 0.00% | App Heap 7.23MB
[13:23:31 INF] Usage: Total CPU 2.92% | App CPU 0.00% | App Heap 7.23MB
[13:23:32 INF] Usage: Total CPU 3.59% | App CPU 0.00% | App Heap 7.23MB
[13:23:33 INF] Usage: Total CPU 2.54% | App CPU 0.00% | App Heap 7.23MB
[13:23:34 INF] Usage: Total CPU 2.49% | App CPU 0.06% | App Heap 7.23MB
[13:23:35 INF] Usage: Total CPU 4.21% | App CPU 1.54% | App Heap 7.22MB
[13:23:36 INF] Usage: Total CPU 1.45% | App CPU 0.00% | App Heap 7.22MB
[13:23:37 INF] Usage: Total CPU 1.72% | App CPU 0.00% | App Heap 7.22MB
[13:23:38 INF] Usage: Total CPU 0.99% | App CPU 0.00% | App Heap 7.23MB
[13:23:39 INF] Usage: Total CPU 2.59% | App CPU 0.00% | App Heap 7.23MB
[13:23:40 INF] Usage: Total CPU 1.67% | App CPU 0.06% | App Heap 7.23MB
[13:23:41 INF] Usage: Total CPU 1.91% | App CPU 0.00% | App Heap 7.22MB
[13:23:42 INF] Usage: Total CPU 0.02% | App CPU 0.00% | App Heap 7.23MB
[13:23:43 INF] Usage: Total CPU 3.07% | App CPU 0.00% | App Heap 7.22MB
[13:23:44 INF] Usage: Total CPU 4.81% | App CPU 0.00% | App Heap 7.23MB
[13:23:45 INF] Usage: Total CPU 1.87% | App CPU 0.00% | App Heap 7.22MB
[13:23:46 INF] Usage: Total CPU 1.69% | App CPU 0.00% | App Heap 7.22MB
[13:23:47 INF] Usage: Total CPU 3.89% | App CPU 0.00% | App Heap 7.22MB
[13:23:49 INF] Usage: Total CPU 5.49% | App CPU 1.60% | App Heap 7.23MB
[13:23:50 INF] Usage: Total CPU 5.04% | App CPU 0.00% | App Heap 7.23MB
[13:23:51 INF] Usage: Total CPU 1.12% | App CPU 0.06% | App Heap 7.23MB
[13:23:52 INF] Usage: Total CPU 0.85% | App CPU 0.06% | App Heap 7.23MB
[13:23:53 INF] Usage: Total CPU 2.25% | App CPU 0.06% | App Heap 7.22MB
[13:23:54 INF] Usage: Total CPU 3.04% | App CPU 0.00% | App Heap 7.18MB
[13:23:55 INF] Usage: Total CPU 1.65% | App CPU 0.00% | App Heap 7.18MB
[13:23:56 INF] Usage: Total CPU 0.81% | App CPU 0.00% | App Heap 7.18MB
[13:23:57 INF] Usage: Total CPU 4.12% | App CPU 0.00% | App Heap 7.18MB
[13:23:58 INF] Usage: Total CPU 5.88% | App CPU 1.61% | App Heap 7.18MB
[13:23:59 INF] Usage: Total CPU 1.30% | App CPU 0.00% | App Heap 7.18MB
[13:24:00 INF] Usage: Total CPU 0.95% | App CPU 0.00% | App Heap 7.19MB
[13:24:01 INF] Usage: Total CPU 2.14% | App CPU 0.00% | App Heap 7.18MB
[13:24:02 INF] Usage: Total CPU 3.03% | App CPU 0.00% | App Heap 7.18MB
[13:24:03 INF] Usage: Total CPU 3.22% | App CPU 1.47% | App Heap 7.18MB
[13:24:04 INF] Usage: Total CPU 2.05% | App CPU 0.00% | App Heap 7.18MB
[13:24:05 INF] Usage: Total CPU 5.14% | App CPU 0.00% | App Heap 7.18MB
[13:24:06 INF] Usage: Total CPU 7.23% | App CPU 1.54% | App Heap 7.18MB
[13:24:07 INF] Usage: Total CPU 4.89% | App CPU 1.60% | App Heap 7.18MB
[13:24:08 INF] Usage: Total CPU 2.34% | App CPU 0.06% | App Heap 7.17MB
[13:24:09 INF] Usage: Total CPU 1.96% | App CPU 0.00% | App Heap 7.18MB
[13:24:10 INF] Usage: Total CPU 3.39% | App CPU 0.00% | App Heap 7.17MB
[13:24:11 INF] Usage: Total CPU 2.05% | App CPU 0.00% | App Heap 7.18MB
[13:24:12 INF] Usage: Total CPU 0.57% | App CPU 0.00% | App Heap 7.17MB
[13:24:13 INF] Usage: Total CPU 1.41% | App CPU 0.00% | App Heap 7.18MB
[13:24:14 INF] Usage: Total CPU 0.55% | App CPU 0.00% | App Heap 7.18MB
[13:24:15 INF] Usage: Total CPU 3.05% | App CPU 0.00% | App Heap 7.17MB
[13:24:16 INF] Usage: Total CPU 5.66% | App CPU 1.07% | App Heap 7.15MB
[13:24:17 INF] Usage: Total CPU 3.14% | App CPU 0.00% | App Heap 7.15MB
[13:24:18 INF] Usage: Total CPU 2.25% | App CPU 0.00% | App Heap 7.16MB
[13:24:19 INF] Usage: Total CPU 0.31% | App CPU 0.00% | App Heap 7.16MB
[13:24:20 INF] Usage: Total CPU 3.74% | App CPU 0.00% | App Heap 7.16MB
[13:24:21 INF] Usage: Total CPU 1.65% | App CPU 0.00% | App Heap 7.15MB
[13:24:22 INF] Usage: Total CPU 2.48% | App CPU 0.00% | App Heap 7.15MB
[13:24:23 INF] Usage: Total CPU 4.19% | App CPU 0.06% | App Heap 7.15MB
[13:24:24 INF] Usage: Total CPU 4.50% | App CPU 1.54% | App Heap 7.15MB
[13:24:25 INF] Usage: Total CPU 2.30% | App CPU 1.16% | App Heap 7.16MB
[13:24:26 INF] Usage: Total CPU 1.97% | App CPU 0.00% | App Heap 7.15MB
[13:24:27 INF] Usage: Total CPU 1.31% | App CPU 0.00% | App Heap 7.15MB
[13:24:28 INF] Usage: Total CPU 1.15% | App CPU 0.00% | App Heap 7.15MB
[13:24:29 INF] Usage: Total CPU 3.32% | App CPU 0.00% | App Heap 7.15MB
[13:24:30 INF] Usage: Total CPU 3.48% | App CPU 0.00% | App Heap 7.15MB
[13:24:31 INF] Usage: Total CPU 2.75% | App CPU 0.00% | App Heap 7.15MB
[13:24:32 INF] Usage: Total CPU 12.72% | App CPU 0.00% | App Heap 7.15MB
[13:24:33 INF] Usage: Total CPU 6.90% | App CPU 0.00% | App Heap 7.15MB
[13:24:34 INF] Usage: Total CPU 9.19% | App CPU 1.54% | App Heap 7.15MB
[13:24:35 INF] Usage: Total CPU 7.91% | App CPU 1.61% | App Heap 7.15MB
[13:24:36 INF] Usage: Total CPU 3.75% | App CPU 0.00% | App Heap 7.16MB
[13:24:37 INF] Usage: Total CPU 2.89% | App CPU 0.00% | App Heap 7.16MB
[13:24:38 INF] Usage: Total CPU 1.26% | App CPU 0.00% | App Heap 7.15MB
[13:24:39 INF] Usage: Total CPU 2.55% | App CPU 0.06% | App Heap 7.16MB
[13:24:40 INF] Usage: Total CPU 2.67% | App CPU 0.00% | App Heap 7.16MB
[13:24:41 INF] Usage: Total CPU 3.98% | App CPU 0.00% | App Heap 7.15MB
[13:24:42 INF] Usage: Total CPU 4.01% | App CPU 0.00% | App Heap 7.15MB
[13:24:43 INF] Usage: Total CPU 4.75% | App CPU 1.54% | App Heap 7.15MB
[13:24:44 INF] Usage: Total CPU 3.40% | App CPU 1.55% | App Heap 7.15MB
[13:24:45 INF] Usage: Total CPU 1.64% | App CPU 0.00% | App Heap 7.15MB
[13:24:46 INF] Usage: Total CPU 3.75% | App CPU 1.28% | App Heap 7.16MB
[13:24:47 INF] Usage: Total CPU 3.62% | App CPU 0.06% | App Heap 7.15MB
[13:24:48 INF] Usage: Total CPU 2.34% | App CPU 0.00% | App Heap 7.16MB
[13:24:49 INF] Usage: Total CPU 0.00% | App CPU 0.00% | App Heap 7.15MB
[13:24:50 INF] Usage: Total CPU 3.42% | App CPU 0.00% | App Heap 7.15MB
[13:24:51 INF] Usage: Total CPU 1.86% | App CPU 0.00% | App Heap 7.15MB
[13:24:52 INF] Usage: Total CPU 1.54% | App CPU 0.00% | App Heap 7.15MB
[13:24:53 INF] Usage: Total CPU 1.75% | App CPU 0.00% | App Heap 7.15MB
[13:24:54 INF] Usage: Total CPU 3.64% | App CPU 0.00% | App Heap 7.16MB
[13:24:55 INF] Usage: Total CPU 5.57% | App CPU 1.60% | App Heap 7.15MB
[13:24:56 INF] Usage: Total CPU 3.60% | App CPU 1.54% | App Heap 7.16MB
[13:24:57 INF] Usage: Total CPU 2.77% | App CPU 0.00% | App Heap 7.15MB
[13:24:58 INF] Usage: Total CPU 3.36% | App CPU 0.00% | App Heap 7.15MB
[13:24:59 INF] Usage: Total CPU 1.59% | App CPU 0.00% | App Heap 7.16MB
[13:25:00 INF] Usage: Total CPU 1.25% | App CPU 0.00% | App Heap 7.15MB
[13:25:01 INF] Usage: Total CPU 5.24% | App CPU 0.00% | App Heap 7.15MB
[13:35:00 INF] Usage: Total CPU 0.00% | App CPU 0.00% | App Heap 4.57MB
[13:35:01 INF] Usage: Total CPU 16.62% | App CPU 2.92% | App Heap 4.83MB
[13:35:02 INF] Usage: Total CPU 10.23% | App CPU 3.81% | App Heap 5.38MB
[13:35:03 INF] Usage: Total CPU 4.57% | App CPU 0.45% | App Heap 5.44MB
[13:35:04 INF] Usage: Total CPU 6.32% | App CPU 0.00% | App Heap 5.44MB
[13:35:05 INF] Usage: Total CPU 2.16% | App CPU 0.00% | App Heap 5.44MB
[13:35:06 INF] Usage: Total CPU 6.69% | App CPU 0.84% | App Heap 6.29MB
[13:35:07 INF] Usage: Total CPU 7.97% | App CPU 4.28% | App Heap 7.33MB
[13:35:08 INF] Usage: Total CPU 3.13% | App CPU 0.70% | App Heap 7.44MB
[13:35:09 INF] Usage: Total CPU 2.32% | App CPU 0.06% | App Heap 7.50MB
[13:35:10 INF] Usage: Total CPU 4.49% | App CPU 0.13% | App Heap 7.58MB
[13:35:11 INF] Usage: Total CPU 2.73% | App CPU 0.00% | App Heap 7.51MB
[13:35:12 INF] Usage: Total CPU 1.86% | App CPU 0.06% | App Heap 7.50MB
[13:35:13 INF] Usage: Total CPU 0.86% | App CPU 0.00% | App Heap 7.50MB
[13:35:14 INF] Usage: Total CPU 4.12% | App CPU 0.00% | App Heap 7.46MB
[13:35:15 INF] Usage: Total CPU 5.48% | App CPU 0.06% | App Heap 7.46MB
[13:35:16 INF] Usage: Total CPU 0.64% | App CPU 0.06% | App Heap 7.46MB
[13:35:17 INF] Usage: Total CPU 3.05% | App CPU 0.00% | App Heap 7.46MB
[13:35:18 INF] Usage: Total CPU 3.59% | App CPU 0.00% | App Heap 7.46MB
[13:35:19 INF] Usage: Total CPU 0.92% | App CPU 0.00% | App Heap 7.46MB
[13:35:20 INF] Usage: Total CPU 0.89% | App CPU 0.00% | App Heap 7.47MB
[13:35:21 INF] Usage: Total CPU 1.88% | App CPU 0.00% | App Heap 7.47MB
[13:35:22 INF] Usage: Total CPU 1.12% | App CPU 0.00% | App Heap 7.46MB
[13:35:23 INF] Usage: Total CPU 6.18% | App CPU 0.00% | App Heap 7.46MB
[13:35:24 INF] Usage: Total CPU 2.69% | App CPU 0.58% | App Heap 7.46MB
[13:35:25 INF] Usage: Total CPU 1.30% | App CPU 0.19% | App Heap 7.43MB
[13:35:26 INF] Usage: Total CPU 0.89% | App CPU 0.00% | App Heap 7.43MB
[13:35:27 INF] Usage: Total CPU 2.29% | App CPU 0.00% | App Heap 7.43MB
[13:35:28 INF] Usage: Total CPU 4.82% | App CPU 1.60% | App Heap 7.43MB
[13:35:29 INF] Usage: Total CPU 1.06% | App CPU 0.06% | App Heap 7.43MB
[13:35:30 INF] Usage: Total CPU 3.77% | App CPU 0.00% | App Heap 7.43MB
[13:35:31 INF] Usage: Total CPU 1.52% | App CPU 0.06% | App Heap 7.43MB
[13:35:32 INF] Usage: Total CPU 5.41% | App CPU 0.00% | App Heap 7.43MB
[13:35:33 INF] Usage: Total CPU 5.46% | App CPU 1.53% | App Heap 7.43MB
[13:35:34 INF] Usage: Total CPU 7.60% | App CPU 0.06% | App Heap 7.43MB
[13:35:35 INF] Usage: Total CPU 2.15% | App CPU 0.00% | App Heap 7.43MB
[13:35:36 INF] Usage: Total CPU 4.78% | App CPU 0.06% | App Heap 7.43MB
[13:35:37 INF] Usage: Total CPU 9.31% | App CPU 0.00% | App Heap 7.43MB
[13:35:39 INF] Usage: Total CPU 8.22% | App CPU 1.42% | App Heap 7.43MB
[13:35:40 INF] Usage: Total CPU 1.89% | App CPU 0.00% | App Heap 7.43MB
[13:35:41 INF] Usage: Total CPU 4.25% | App CPU 0.00% | App Heap 7.43MB
[13:35:42 INF] Usage: Total CPU 6.51% | App CPU 1.54% | App Heap 7.42MB
[13:35:43 INF] Usage: Total CPU 3.54% | App CPU 0.00% | App Heap 7.36MB
[13:35:44 INF] Usage: Total CPU 1.88% | App CPU 0.00% | App Heap 7.42MB
[13:35:45 INF] Usage: Total CPU 0.10% | App CPU 0.00% | App Heap 7.42MB
[13:35:46 INF] Usage: Total CPU 3.59% | App CPU 0.00% | App Heap 7.42MB
[13:35:47 INF] Usage: Total CPU 3.38% | App CPU 1.54% | App Heap 7.42MB
[13:35:48 INF] Usage: Total CPU 4.55% | App CPU 1.54% | App Heap 7.42MB
[13:35:49 INF] Usage: Total CPU 0.35% | App CPU 0.00% | App Heap 7.43MB
[13:35:50 INF] Usage: Total CPU 1.60% | App CPU 0.00% | App Heap 7.42MB
[13:35:51 INF] Usage: Total CPU 1.48% | App CPU 0.00% | App Heap 7.42MB
[13:35:52 INF] Usage: Total CPU 1.37% | App CPU 0.00% | App Heap 7.42MB
[13:35:53 INF] Usage: Total CPU 1.20% | App CPU 0.00% | App Heap 7.43MB
[13:35:54 INF] Usage: Total CPU 0.54% | App CPU 0.00% | App Heap 7.43MB
[13:35:55 INF] Usage: Total CPU 3.80% | App CPU 0.06% | App Heap 7.42MB
[13:35:56 INF] Usage: Total CPU 1.06% | App CPU 0.13% | App Heap 7.42MB
[13:35:57 INF] Usage: Total CPU 1.31% | App CPU 0.00% | App Heap 7.43MB
[13:35:58 INF] Usage: Total CPU 1.37% | App CPU 0.00% | App Heap 7.44MB
[13:35:59 INF] Usage: Total CPU 1.66% | App CPU 0.06% | App Heap 7.42MB
[13:36:00 INF] Usage: Total CPU 0.96% | App CPU 0.13% | App Heap 7.42MB
[13:36:01 INF] Usage: Total CPU 1.59% | App CPU 0.00% | App Heap 7.42MB
[13:36:02 INF] Usage: Total CPU 3.67% | App CPU 0.19% | App Heap 7.41MB
[13:36:03 INF] Usage: Total CPU 3.69% | App CPU 0.06% | App Heap 7.38MB
