[09:43:30 INF] Usage: Total CPU 0.00% | App CPU 0.00% | App Heap 3.90MB
[10:01:56 INF] Usage: Total CPU 4.04% | App CPU 0.00% | App Heap 6.36MB
[10:01:57 INF] Usage: Total CPU 1.32% | App CPU 0.00% | App Heap 6.37MB
[10:01:58 INF] Usage: Total CPU 1.19% | App CPU 0.00% | App Heap 6.37MB
[10:01:59 INF] Usage: Total CPU 2.44% | App CPU 1.54% | App Heap 6.37MB
[10:02:00 INF] Usage: Total CPU 1.54% | App CPU 0.00% | App Heap 6.37MB
[10:02:01 INF] Usage: Total CPU 1.53% | App CPU 0.00% | App Heap 6.37MB
[10:02:02 INF] Usage: Total CPU 1.63% | App CPU 1.56% | App Heap 6.36MB
[10:02:03 INF] Usage: Total CPU 1.06% | App CPU 0.00% | App Heap 6.36MB
[10:02:04 INF] Usage: Total CPU 0.63% | App CPU 0.00% | App Heap 6.37MB
[10:02:05 INF] Usage: Total CPU 2.40% | App CPU 0.06% | App Heap 6.37MB
[10:02:06 INF] Usage: Total CPU 1.54% | App CPU 1.53% | App Heap 6.36MB
[10:02:07 INF] Usage: Total CPU 0.93% | App CPU 0.00% | App Heap 6.37MB
[10:02:08 INF] Usage: Total CPU 0.97% | App CPU 0.00% | App Heap 6.36MB
[10:02:09 INF] Usage: Total CPU 1.12% | App CPU 0.00% | App Heap 6.37MB
[10:02:10 INF] Usage: Total CPU 1.12% | App CPU 0.00% | App Heap 6.37MB
[10:02:11 INF] Usage: Total CPU 0.87% | App CPU 0.00% | App Heap 6.37MB
[10:02:12 INF] Usage: Total CPU 1.23% | App CPU 0.00% | App Heap 6.37MB
[10:02:13 INF] Usage: Total CPU 0.87% | App CPU 0.00% | App Heap 6.37MB
[10:02:14 INF] Usage: Total CPU 0.99% | App CPU 0.00% | App Heap 6.37MB
[10:02:15 INF] Usage: Total CPU 1.16% | App CPU 0.00% | App Heap 6.42MB
[10:02:16 INF] Usage: Total CPU 1.47% | App CPU 0.00% | App Heap 6.43MB
[10:02:17 INF] Usage: Total CPU 0.72% | App CPU 0.06% | App Heap 6.43MB
[10:02:18 INF] Usage: Total CPU 0.86% | App CPU 0.00% | App Heap 6.43MB
[10:02:19 INF] Usage: Total CPU 1.03% | App CPU 0.06% | App Heap 6.42MB
[10:02:20 INF] Usage: Total CPU 1.23% | App CPU 0.00% | App Heap 6.42MB
[10:02:21 INF] Usage: Total CPU 2.06% | App CPU 0.00% | App Heap 6.43MB
[10:02:23 INF] Usage: Total CPU 0.93% | App CPU 0.06% | App Heap 6.43MB
[10:02:24 INF] Usage: Total CPU 1.57% | App CPU 0.00% | App Heap 6.43MB
[10:02:25 INF] Usage: Total CPU 0.47% | App CPU 0.00% | App Heap 6.43MB
[10:02:26 INF] Usage: Total CPU 3.06% | App CPU 0.00% | App Heap 6.43MB
[10:02:27 INF] Usage: Total CPU 1.50% | App CPU 1.56% | App Heap 6.43MB
[10:02:28 INF] Usage: Total CPU 2.32% | App CPU 0.00% | App Heap 6.43MB
[10:02:29 INF] Usage: Total CPU 2.70% | App CPU 0.26% | App Heap 6.43MB
[10:02:30 INF] Usage: Total CPU 1.28% | App CPU 1.02% | App Heap 6.43MB
[10:02:31 INF] Usage: Total CPU 1.21% | App CPU 0.00% | App Heap 6.43MB
[10:02:32 INF] Usage: Total CPU 1.16% | App CPU 0.00% | App Heap 6.43MB
[10:02:33 INF] Usage: Total CPU 0.91% | App CPU 0.00% | App Heap 6.43MB
[10:02:34 INF] Usage: Total CPU 0.84% | App CPU 0.00% | App Heap 6.42MB
[10:02:35 INF] Usage: Total CPU 0.80% | App CPU 0.00% | App Heap 6.37MB
[10:02:36 INF] Usage: Total CPU 1.34% | App CPU 0.00% | App Heap 6.36MB
[10:02:37 INF] Usage: Total CPU 1.70% | App CPU 0.00% | App Heap 6.36MB
[10:02:38 INF] Usage: Total CPU 2.08% | App CPU 0.97% | App Heap 6.37MB
[10:02:39 INF] Usage: Total CPU 0.88% | App CPU 0.00% | App Heap 6.36MB
[10:02:40 INF] Usage: Total CPU 1.23% | App CPU 0.00% | App Heap 6.37MB
[10:02:41 INF] Usage: Total CPU 0.99% | App CPU 0.00% | App Heap 6.37MB
[10:02:42 INF] Usage: Total CPU 1.00% | App CPU 0.00% | App Heap 6.37MB
[10:02:43 INF] Usage: Total CPU 0.64% | App CPU 0.00% | App Heap 6.37MB
[10:02:44 INF] Usage: Total CPU 1.36% | App CPU 0.00% | App Heap 6.37MB
[10:02:45 INF] Usage: Total CPU 1.06% | App CPU 0.00% | App Heap 6.37MB
[10:02:46 INF] Usage: Total CPU 2.64% | App CPU 1.48% | App Heap 6.37MB
[10:02:47 INF] Usage: Total CPU 2.54% | App CPU 1.34% | App Heap 6.36MB
[10:02:48 INF] Usage: Total CPU 2.22% | App CPU 0.26% | App Heap 6.37MB
[10:02:49 INF] Usage: Total CPU 0.53% | App CPU 0.00% | App Heap 6.37MB
[10:02:50 INF] Usage: Total CPU 1.30% | App CPU 0.06% | App Heap 6.37MB
[10:02:51 INF] Usage: Total CPU 0.54% | App CPU 0.00% | App Heap 6.37MB
[10:02:52 INF] Usage: Total CPU 1.06% | App CPU 0.00% | App Heap 6.37MB
[10:02:53 INF] Usage: Total CPU 1.30% | App CPU 0.00% | App Heap 6.37MB
[10:02:54 INF] Usage: Total CPU 1.50% | App CPU 0.00% | App Heap 6.37MB
[10:02:55 INF] Usage: Total CPU 4.54% | App CPU 0.00% | App Heap 6.37MB
[10:02:56 INF] Usage: Total CPU 5.01% | App CPU 0.00% | App Heap 6.37MB
[10:02:57 INF] Usage: Total CPU 1.12% | App CPU 0.00% | App Heap 6.37MB
[10:02:58 INF] Usage: Total CPU 1.47% | App CPU 0.00% | App Heap 6.36MB
[10:02:59 INF] Usage: Total CPU 1.09% | App CPU 0.06% | App Heap 6.37MB
[10:03:00 INF] Usage: Total CPU 0.75% | App CPU 0.00% | App Heap 6.36MB
[10:03:01 INF] Usage: Total CPU 1.61% | App CPU 0.00% | App Heap 6.37MB
[10:03:02 INF] Usage: Total CPU 0.66% | App CPU 0.00% | App Heap 6.37MB
[10:03:03 INF] Usage: Total CPU 3.32% | App CPU 0.00% | App Heap 6.36MB
[10:03:04 INF] Usage: Total CPU 5.88% | App CPU 0.00% | App Heap 6.36MB
[10:03:05 INF] Usage: Total CPU 3.26% | App CPU 0.00% | App Heap 6.36MB
[10:03:06 INF] Usage: Total CPU 1.14% | App CPU 0.00% | App Heap 6.37MB
[10:03:07 INF] Usage: Total CPU 1.05% | App CPU 0.00% | App Heap 6.37MB
[10:03:08 INF] Usage: Total CPU 3.06% | App CPU 1.47% | App Heap 6.37MB
[10:03:09 INF] Usage: Total CPU 2.36% | App CPU 1.47% | App Heap 6.37MB
[10:03:10 INF] Usage: Total CPU 1.09% | App CPU 1.54% | App Heap 6.37MB
[10:03:11 INF] Usage: Total CPU 0.49% | App CPU 0.00% | App Heap 6.36MB
[10:03:12 INF] Usage: Total CPU 1.13% | App CPU 0.00% | App Heap 6.36MB
[10:03:13 INF] Usage: Total CPU 0.74% | App CPU 0.00% | App Heap 6.37MB
[10:03:14 INF] Usage: Total CPU 1.21% | App CPU 0.00% | App Heap 6.37MB
[10:03:15 INF] Usage: Total CPU 1.34% | App CPU 0.00% | App Heap 6.37MB
[10:03:16 INF] Usage: Total CPU 0.74% | App CPU 0.00% | App Heap 6.37MB
[10:03:17 INF] Usage: Total CPU 1.09% | App CPU 0.00% | App Heap 6.36MB
[10:03:18 INF] Usage: Total CPU 1.58% | App CPU 0.00% | App Heap 6.36MB
[10:03:19 INF] Usage: Total CPU 1.35% | App CPU 0.06% | App Heap 6.37MB
[10:03:20 INF] Usage: Total CPU 1.45% | App CPU 0.00% | App Heap 6.37MB
[10:03:21 INF] Usage: Total CPU 0.60% | App CPU 0.00% | App Heap 6.36MB
[10:03:22 INF] Usage: Total CPU 1.24% | App CPU 0.00% | App Heap 6.36MB
[10:03:23 INF] Usage: Total CPU 1.67% | App CPU 0.00% | App Heap 6.36MB
[10:03:24 INF] Usage: Total CPU 2.07% | App CPU 1.16% | App Heap 6.36MB
[10:03:25 INF] Usage: Total CPU 1.53% | App CPU 0.00% | App Heap 6.37MB
[10:03:26 INF] Usage: Total CPU 2.00% | App CPU 1.15% | App Heap 6.37MB
[10:03:27 INF] Usage: Total CPU 3.53% | App CPU 0.00% | App Heap 6.36MB
[10:03:28 INF] Usage: Total CPU 18.44% | App CPU 0.00% | App Heap 6.36MB
[10:03:29 INF] Usage: Total CPU 17.71% | App CPU 0.00% | App Heap 6.37MB
[10:03:30 INF] Usage: Total CPU 8.40% | App CPU 0.00% | App Heap 6.36MB
[10:03:31 INF] Usage: Total CPU 6.61% | App CPU 0.00% | App Heap 6.36MB
[10:03:33 INF] Usage: Total CPU 7.63% | App CPU 1.54% | App Heap 6.37MB
[10:03:34 INF] Usage: Total CPU 6.69% | App CPU 0.00% | App Heap 6.36MB
[10:03:35 INF] Usage: Total CPU 18.12% | App CPU 0.00% | App Heap 6.42MB
[10:03:36 INF] Usage: Total CPU 34.13% | App CPU 0.78% | App Heap 6.42MB
[10:03:37 INF] Usage: Total CPU 15.49% | App CPU 0.00% | App Heap 6.42MB
[10:03:38 INF] Usage: Total CPU 8.03% | App CPU 1.34% | App Heap 6.42MB
[10:03:39 INF] Usage: Total CPU 8.24% | App CPU 0.00% | App Heap 6.42MB
[10:03:40 INF] Usage: Total CPU 13.17% | App CPU 1.41% | App Heap 6.42MB
[10:03:41 INF] Usage: Total CPU 17.00% | App CPU 1.41% | App Heap 6.42MB
[10:03:42 INF] Usage: Total CPU 13.54% | App CPU 0.06% | App Heap 6.42MB
[10:03:43 INF] Usage: Total CPU 8.38% | App CPU 0.06% | App Heap 6.42MB
[10:03:44 INF] Usage: Total CPU 5.82% | App CPU 0.00% | App Heap 6.42MB
[10:03:45 INF] Usage: Total CPU 6.30% | App CPU 0.00% | App Heap 6.43MB
[10:03:46 INF] Usage: Total CPU 5.89% | App CPU 1.16% | App Heap 6.42MB
[10:03:47 INF] Usage: Total CPU 6.18% | App CPU 0.00% | App Heap 6.42MB
[10:03:48 INF] Usage: Total CPU 5.31% | App CPU 1.02% | App Heap 6.42MB
[10:03:49 INF] Usage: Total CPU 2.23% | App CPU 0.00% | App Heap 6.42MB
[10:03:50 INF] Usage: Total CPU 5.10% | App CPU 0.00% | App Heap 6.42MB
[10:03:51 INF] Usage: Total CPU 4.54% | App CPU 0.00% | App Heap 6.43MB
[10:03:52 INF] Usage: Total CPU 2.82% | App CPU 0.00% | App Heap 6.42MB
[10:03:53 INF] Usage: Total CPU 4.46% | App CPU 0.00% | App Heap 6.40MB
[10:03:54 INF] Usage: Total CPU 3.92% | App CPU 0.00% | App Heap 6.40MB
[10:03:55 INF] Usage: Total CPU 5.29% | App CPU 0.00% | App Heap 6.40MB
[10:03:56 INF] Usage: Total CPU 7.49% | App CPU 0.00% | App Heap 6.40MB
[10:03:57 INF] Usage: Total CPU 4.95% | App CPU 0.00% | App Heap 6.40MB
[10:03:58 INF] Usage: Total CPU 4.39% | App CPU 0.00% | App Heap 6.40MB
[10:03:59 INF] Usage: Total CPU 2.91% | App CPU 0.00% | App Heap 6.40MB
[10:04:00 INF] Usage: Total CPU 2.98% | App CPU 0.00% | App Heap 6.40MB
[10:04:01 INF] Usage: Total CPU 4.43% | App CPU 0.00% | App Heap 6.40MB
[10:04:02 INF] Usage: Total CPU 1.97% | App CPU 0.00% | App Heap 6.40MB
[10:04:03 INF] Usage: Total CPU 4.71% | App CPU 0.00% | App Heap 6.34MB
[10:04:04 INF] Usage: Total CPU 5.95% | App CPU 0.06% | App Heap 6.33MB
[10:04:05 INF] Usage: Total CPU 3.97% | App CPU 0.00% | App Heap 6.34MB
[10:04:06 INF] Usage: Total CPU 5.46% | App CPU 0.00% | App Heap 6.33MB
[10:04:07 INF] Usage: Total CPU 8.59% | App CPU 0.00% | App Heap 6.33MB
[10:04:08 INF] Usage: Total CPU 8.08% | App CPU 1.54% | App Heap 6.33MB
[10:04:09 INF] Usage: Total CPU 4.52% | App CPU 0.00% | App Heap 6.33MB
[10:04:10 INF] Usage: Total CPU 4.95% | App CPU 0.00% | App Heap 6.34MB
[10:04:11 INF] Usage: Total CPU 5.49% | App CPU 0.06% | App Heap 6.33MB
[10:04:12 INF] Usage: Total CPU 5.35% | App CPU 0.00% | App Heap 6.34MB
[10:04:13 INF] Usage: Total CPU 5.97% | App CPU 0.00% | App Heap 6.34MB
[10:04:14 INF] Usage: Total CPU 5.72% | App CPU 0.00% | App Heap 6.33MB
[10:04:15 INF] Usage: Total CPU 6.06% | App CPU 0.00% | App Heap 6.34MB
[10:04:16 INF] Usage: Total CPU 6.35% | App CPU 1.54% | App Heap 6.33MB
[10:04:17 INF] Usage: Total CPU 5.69% | App CPU 1.54% | App Heap 6.33MB
[10:04:18 INF] Usage: Total CPU 5.51% | App CPU 0.00% | App Heap 6.34MB
[10:04:19 INF] Usage: Total CPU 3.69% | App CPU 0.00% | App Heap 6.33MB
[10:04:20 INF] Usage: Total CPU 6.27% | App CPU 0.13% | App Heap 6.34MB
[10:04:21 INF] Usage: Total CPU 4.35% | App CPU 0.06% | App Heap 6.34MB
[10:04:22 INF] Usage: Total CPU 5.59% | App CPU 0.00% | App Heap 6.34MB
[10:04:23 INF] Usage: Total CPU 5.26% | App CPU 0.00% | App Heap 6.33MB
[10:04:24 INF] Usage: Total CPU 6.60% | App CPU 1.54% | App Heap 6.34MB
[10:04:25 INF] Usage: Total CPU 6.45% | App CPU 0.00% | App Heap 6.33MB
[10:04:26 INF] Usage: Total CPU 4.87% | App CPU 0.00% | App Heap 6.33MB
[10:04:27 INF] Usage: Total CPU 5.41% | App CPU 0.00% | App Heap 6.33MB
[10:04:28 INF] Usage: Total CPU 6.36% | App CPU 0.06% | App Heap 6.33MB
[10:04:29 INF] Usage: Total CPU 8.39% | App CPU 0.00% | App Heap 6.33MB
[10:04:30 INF] Usage: Total CPU 8.31% | App CPU 0.00% | App Heap 6.33MB
[10:04:31 INF] Usage: Total CPU 6.72% | App CPU 0.00% | App Heap 6.33MB
[10:04:32 INF] Usage: Total CPU 5.90% | App CPU 0.64% | App Heap 6.33MB
[10:04:33 INF] Usage: Total CPU 5.27% | App CPU 0.00% | App Heap 6.32MB
[10:04:34 INF] Usage: Total CPU 7.19% | App CPU 0.00% | App Heap 6.32MB
[10:04:35 INF] Usage: Total CPU 5.66% | App CPU 1.47% | App Heap 6.32MB
[10:04:36 INF] Usage: Total CPU 5.24% | App CPU 0.00% | App Heap 6.32MB
[10:04:37 INF] Usage: Total CPU 6.61% | App CPU 0.06% | App Heap 6.32MB
[10:04:38 INF] Usage: Total CPU 11.96% | App CPU 0.00% | App Heap 6.32MB
[10:04:39 INF] Usage: Total CPU 6.14% | App CPU 0.00% | App Heap 6.32MB
[10:04:40 INF] Usage: Total CPU 25.04% | App CPU 0.00% | App Heap 6.32MB
[10:04:41 INF] Usage: Total CPU 10.13% | App CPU 0.51% | App Heap 6.32MB
[10:04:42 INF] Usage: Total CPU 13.84% | App CPU 0.06% | App Heap 6.32MB
[10:04:43 INF] Usage: Total CPU 12.28% | App CPU 0.00% | App Heap 6.32MB
[10:04:44 INF] Usage: Total CPU 12.61% | App CPU 0.06% | App Heap 6.32MB
[10:04:45 INF] Usage: Total CPU 17.44% | App CPU 0.00% | App Heap 6.32MB
[10:04:46 INF] Usage: Total CPU 19.33% | App CPU 0.00% | App Heap 6.32MB
[10:04:47 INF] Usage: Total CPU 16.69% | App CPU 0.00% | App Heap 6.32MB
[10:04:48 INF] Usage: Total CPU 19.79% | App CPU 0.00% | App Heap 6.32MB
[10:04:50 INF] Usage: Total CPU 16.11% | App CPU 0.00% | App Heap 6.32MB
[10:04:51 INF] Usage: Total CPU 17.14% | App CPU 0.00% | App Heap 6.32MB
[10:04:52 INF] Usage: Total CPU 16.54% | App CPU 0.00% | App Heap 6.32MB
[10:04:53 INF] Usage: Total CPU 17.92% | App CPU 0.00% | App Heap 6.32MB
[10:43:00 INF] Usage: Total CPU 0.00% | App CPU 0.00% | App Heap 3.95MB
[10:43:01 INF] Usage: Total CPU 18.07% | App CPU 3.12% | App Heap 5.23MB
[10:43:02 INF] Usage: Total CPU 11.30% | App CPU 1.99% | App Heap 5.47MB
[10:43:03 INF] Usage: Total CPU 4.41% | App CPU 0.06% | App Heap 5.46MB
[10:43:04 INF] Usage: Total CPU 4.53% | App CPU 0.00% | App Heap 5.53MB
[10:43:05 INF] Usage: Total CPU 3.37% | App CPU 0.00% | App Heap 5.53MB
[10:43:06 INF] Usage: Total CPU 1.15% | App CPU 0.06% | App Heap 5.53MB
[10:43:07 INF] Usage: Total CPU 5.39% | App CPU 0.00% | App Heap 5.58MB
[10:43:08 INF] Usage: Total CPU 9.96% | App CPU 1.76% | App Heap 5.57MB
[10:43:09 INF] Usage: Total CPU 8.16% | App CPU 1.47% | App Heap 5.57MB
[10:43:10 INF] Usage: Total CPU 2.31% | App CPU 0.00% | App Heap 5.58MB
[10:43:11 INF] Usage: Total CPU 3.86% | App CPU 0.00% | App Heap 5.57MB
[10:43:12 INF] Usage: Total CPU 1.51% | App CPU 0.00% | App Heap 5.57MB
[10:43:13 INF] Usage: Total CPU 2.32% | App CPU 0.00% | App Heap 5.58MB
[10:43:14 INF] Usage: Total CPU 1.13% | App CPU 0.00% | App Heap 5.58MB
[10:43:15 INF] Usage: Total CPU 1.53% | App CPU 0.00% | App Heap 5.57MB
[10:43:16 INF] Usage: Total CPU 0.30% | App CPU 0.13% | App Heap 5.57MB
[10:43:17 INF] Usage: Total CPU 1.16% | App CPU 0.06% | App Heap 5.58MB
[10:43:18 INF] Usage: Total CPU 0.95% | App CPU 0.00% | App Heap 5.57MB
[10:43:19 INF] Usage: Total CPU 1.80% | App CPU 0.00% | App Heap 5.57MB
[10:43:20 INF] Usage: Total CPU 1.75% | App CPU 0.00% | App Heap 5.57MB
[10:43:21 INF] Usage: Total CPU 0.69% | App CPU 0.00% | App Heap 5.50MB
[10:43:22 INF] Usage: Total CPU 2.27% | App CPU 0.00% | App Heap 5.51MB
[10:43:23 INF] Usage: Total CPU 0.95% | App CPU 0.06% | App Heap 5.51MB
[10:43:24 INF] Usage: Total CPU 2.14% | App CPU 0.00% | App Heap 5.51MB
[10:43:25 INF] Usage: Total CPU 2.64% | App CPU 1.54% | App Heap 5.50MB
[10:43:26 INF] Usage: Total CPU 13.03% | App CPU 3.44% | App Heap 7.78MB
[10:43:27 INF] Usage: Total CPU 5.59% | App CPU 3.63% | App Heap 7.92MB
[10:43:28 INF] Usage: Total CPU 3.64% | App CPU 0.00% | App Heap 7.86MB
[10:43:29 INF] Usage: Total CPU 6.07% | App CPU 1.34% | App Heap 7.86MB
[10:43:30 INF] Usage: Total CPU 2.80% | App CPU 0.06% | App Heap 7.86MB
[10:43:31 INF] Usage: Total CPU 2.44% | App CPU 0.06% | App Heap 6.85MB
[10:43:32 INF] Usage: Total CPU 2.14% | App CPU 0.06% | App Heap 6.86MB
[10:43:33 INF] Usage: Total CPU 1.68% | App CPU 0.00% | App Heap 6.84MB
[10:43:34 INF] Usage: Total CPU 2.19% | App CPU 0.00% | App Heap 6.83MB
[10:43:35 INF] Usage: Total CPU 1.62% | App CPU 0.00% | App Heap 6.84MB
[10:43:36 INF] Usage: Total CPU 1.23% | App CPU 0.00% | App Heap 6.90MB
[10:43:37 INF] Usage: Total CPU 1.02% | App CPU 0.00% | App Heap 6.90MB
[10:43:38 INF] Usage: Total CPU 2.95% | App CPU 0.00% | App Heap 6.83MB
[10:43:39 INF] Usage: Total CPU 2.12% | App CPU 0.00% | App Heap 6.83MB
[10:43:40 INF] Usage: Total CPU 1.76% | App CPU 0.00% | App Heap 6.89MB
[10:43:41 INF] Usage: Total CPU 1.54% | App CPU 0.00% | App Heap 6.89MB
[10:43:42 INF] Usage: Total CPU 3.55% | App CPU 0.00% | App Heap 6.89MB
[10:43:43 INF] Usage: Total CPU 3.20% | App CPU 0.00% | App Heap 6.89MB
[10:43:44 INF] Usage: Total CPU 2.49% | App CPU 1.61% | App Heap 6.90MB
[10:43:45 INF] Usage: Total CPU 1.38% | App CPU 0.00% | App Heap 6.93MB
[10:43:46 INF] Usage: Total CPU 2.78% | App CPU 0.00% | App Heap 6.85MB
[10:43:47 INF] Usage: Total CPU 1.33% | App CPU 0.00% | App Heap 6.85MB
[10:43:48 INF] Usage: Total CPU 1.46% | App CPU 0.00% | App Heap 6.84MB
[10:43:49 INF] Usage: Total CPU 4.45% | App CPU 0.00% | App Heap 6.85MB
[10:43:50 INF] Usage: Total CPU 1.75% | App CPU 0.06% | App Heap 6.84MB
[10:43:51 INF] Usage: Total CPU 2.93% | App CPU 1.54% | App Heap 6.85MB
[10:43:52 INF] Usage: Total CPU 3.97% | App CPU 0.06% | App Heap 6.84MB
[10:43:53 INF] Usage: Total CPU 0.80% | App CPU 0.06% | App Heap 6.85MB
[10:43:54 INF] Usage: Total CPU 1.76% | App CPU 0.00% | App Heap 6.85MB
[10:43:55 INF] Usage: Total CPU 5.67% | App CPU 0.06% | App Heap 6.84MB
[10:43:56 INF] Usage: Total CPU 2.68% | App CPU 1.03% | App Heap 6.84MB
[10:43:57 INF] Usage: Total CPU 2.26% | App CPU 0.13% | App Heap 6.68MB
[10:43:58 INF] Usage: Total CPU 2.91% | App CPU 1.02% | App Heap 6.56MB
[10:43:59 INF] Usage: Total CPU 2.84% | App CPU 0.06% | App Heap 6.50MB
[10:44:00 INF] Usage: Total CPU 2.12% | App CPU 0.06% | App Heap 6.49MB
[10:44:01 INF] Usage: Total CPU 2.18% | App CPU 0.13% | App Heap 6.50MB
[10:44:02 INF] Usage: Total CPU 0.61% | App CPU 0.00% | App Heap 6.50MB
[10:44:03 INF] Usage: Total CPU 1.58% | App CPU 0.00% | App Heap 6.49MB
[10:44:04 INF] Usage: Total CPU 1.89% | App CPU 0.00% | App Heap 6.50MB
[10:44:05 INF] Usage: Total CPU 1.50% | App CPU 0.00% | App Heap 6.50MB
[10:44:06 INF] Usage: Total CPU 4.64% | App CPU 0.00% | App Heap 6.49MB
[10:44:07 INF] Usage: Total CPU 1.86% | App CPU 0.00% | App Heap 6.49MB
[10:44:08 INF] Usage: Total CPU 1.94% | App CPU 0.00% | App Heap 6.50MB
[10:44:09 INF] Usage: Total CPU 0.98% | App CPU 0.06% | App Heap 6.49MB
[10:44:11 INF] Usage: Total CPU 1.79% | App CPU 0.06% | App Heap 6.50MB
[10:44:12 INF] Usage: Total CPU 1.42% | App CPU 0.00% | App Heap 6.50MB
[10:44:13 INF] Usage: Total CPU 1.97% | App CPU 0.06% | App Heap 6.50MB
[10:44:14 INF] Usage: Total CPU 0.10% | App CPU 0.00% | App Heap 6.50MB
[10:44:15 INF] Usage: Total CPU 1.82% | App CPU 0.00% | App Heap 6.50MB
[10:44:16 INF] Usage: Total CPU 3.28% | App CPU 0.00% | App Heap 6.49MB
[10:44:17 INF] Usage: Total CPU 3.08% | App CPU 1.54% | App Heap 6.49MB
[10:44:18 INF] Usage: Total CPU 0.34% | App CPU 0.00% | App Heap 6.49MB
[10:44:19 INF] Usage: Total CPU 2.03% | App CPU 0.00% | App Heap 6.49MB
[10:44:20 INF] Usage: Total CPU 1.40% | App CPU 0.00% | App Heap 6.49MB
[10:44:21 INF] Usage: Total CPU 1.25% | App CPU 0.00% | App Heap 6.49MB
[10:44:22 INF] Usage: Total CPU 1.39% | App CPU 0.00% | App Heap 6.49MB
[10:44:23 INF] Usage: Total CPU 1.92% | App CPU 0.00% | App Heap 6.49MB
[10:44:24 INF] Usage: Total CPU 0.55% | App CPU 0.00% | App Heap 6.50MB
[10:44:25 INF] Usage: Total CPU 1.50% | App CPU 0.00% | App Heap 6.50MB
[10:44:26 INF] Usage: Total CPU 1.51% | App CPU 0.00% | App Heap 6.50MB
[10:44:27 INF] Usage: Total CPU 2.88% | App CPU 1.41% | App Heap 6.49MB
[10:44:28 INF] Usage: Total CPU 1.42% | App CPU 0.06% | App Heap 6.49MB
[10:44:29 INF] Usage: Total CPU 2.55% | App CPU 0.00% | App Heap 6.49MB
[10:44:30 INF] Usage: Total CPU 1.44% | App CPU 0.00% | App Heap 6.49MB
[10:44:31 INF] Usage: Total CPU 3.40% | App CPU 0.00% | App Heap 6.48MB
