[09:34:02 INF] Usage: Total CPU 0.00% | App CPU 0.00% | App Heap 3.58MB
[10:30:29 INF] Usage: Total CPU 3.40% | App CPU 1.55% | App Heap 7.72MB
[10:30:30 INF] Usage: Total CPU 1.37% | App CPU 0.00% | App Heap 7.71MB
[10:30:31 INF] Usage: Total CPU 4.09% | App CPU 1.54% | App Heap 7.71MB
[10:30:32 INF] Usage: Total CPU 3.63% | App CPU 0.00% | App Heap 7.71MB
[10:30:33 INF] Usage: Total CPU 4.89% | App CPU 0.00% | App Heap 7.71MB
[10:30:34 INF] Usage: Total CPU 0.17% | App CPU 0.00% | App Heap 7.71MB
[10:30:35 INF] Usage: Total CPU 0.75% | App CPU 0.00% | App Heap 7.71MB
[10:30:36 INF] Usage: Total CPU 3.97% | App CPU 0.00% | App Heap 7.72MB
[10:30:37 INF] Usage: Total CPU 3.84% | App CPU 1.09% | App Heap 7.71MB
[10:30:38 INF] Usage: Total CPU 0.00% | App CPU 0.00% | App Heap 7.71MB
[10:30:39 INF] Usage: Total CPU 2.11% | App CPU 0.00% | App Heap 7.71MB
[10:30:40 INF] Usage: Total CPU 2.32% | App CPU 1.55% | App Heap 7.72MB
[10:30:41 INF] Usage: Total CPU 0.61% | App CPU 0.00% | App Heap 7.71MB
[10:30:42 INF] Usage: Total CPU 2.78% | App CPU 0.00% | App Heap 7.72MB
[10:30:43 INF] Usage: Total CPU 0.00% | App CPU 0.00% | App Heap 7.72MB
[10:30:44 INF] Usage: Total CPU 1.75% | App CPU 0.00% | App Heap 7.72MB
[10:30:45 INF] Usage: Total CPU 2.07% | App CPU 0.00% | App Heap 7.71MB
[10:30:46 INF] Usage: Total CPU 0.28% | App CPU 0.00% | App Heap 7.71MB
[10:30:47 INF] Usage: Total CPU 4.00% | App CPU 0.00% | App Heap 7.72MB
[10:30:48 INF] Usage: Total CPU 0.16% | App CPU 0.06% | App Heap 7.72MB
[10:30:49 INF] Usage: Total CPU 1.08% | App CPU 0.00% | App Heap 7.72MB
[10:30:50 INF] Usage: Total CPU 3.32% | App CPU 0.00% | App Heap 7.71MB
[10:30:51 INF] Usage: Total CPU 1.79% | App CPU 0.00% | App Heap 7.71MB
[10:30:52 INF] Usage: Total CPU 2.59% | App CPU 0.00% | App Heap 7.72MB
[10:30:53 INF] Usage: Total CPU 2.87% | App CPU 1.27% | App Heap 7.71MB
[10:30:54 INF] Usage: Total CPU 1.89% | App CPU 0.00% | App Heap 7.71MB
[10:30:55 INF] Usage: Total CPU 5.01% | App CPU 0.00% | App Heap 7.71MB
[10:30:56 INF] Usage: Total CPU 7.18% | App CPU 0.00% | App Heap 7.71MB
[10:30:57 INF] Usage: Total CPU 5.68% | App CPU 1.55% | App Heap 7.72MB
[10:30:58 INF] Usage: Total CPU 3.34% | App CPU 0.00% | App Heap 7.71MB
[10:30:59 INF] Usage: Total CPU 2.01% | App CPU 1.48% | App Heap 7.72MB
[10:31:00 INF] Usage: Total CPU 2.38% | App CPU 0.00% | App Heap 7.72MB
[10:31:01 INF] Usage: Total CPU 2.50% | App CPU 1.54% | App Heap 7.72MB
[10:31:02 INF] Usage: Total CPU 2.43% | App CPU 0.00% | App Heap 7.72MB
[10:31:03 INF] Usage: Total CPU 1.09% | App CPU 1.54% | App Heap 7.71MB
[10:31:04 INF] Usage: Total CPU 2.83% | App CPU 0.06% | App Heap 7.72MB
[10:31:06 INF] Usage: Total CPU 5.73% | App CPU 0.00% | App Heap 7.71MB
[10:31:07 INF] Usage: Total CPU 8.50% | App CPU 0.00% | App Heap 7.71MB
[10:31:08 INF] Usage: Total CPU 4.77% | App CPU 0.00% | App Heap 7.71MB
[10:31:09 INF] Usage: Total CPU 0.14% | App CPU 0.00% | App Heap 7.72MB
[10:31:10 INF] Usage: Total CPU 2.73% | App CPU 0.00% | App Heap 7.72MB
[10:31:11 INF] Usage: Total CPU 2.84% | App CPU 1.53% | App Heap 7.71MB
[10:31:12 INF] Usage: Total CPU 2.49% | App CPU 0.00% | App Heap 7.71MB
[10:31:13 INF] Usage: Total CPU 4.75% | App CPU 0.00% | App Heap 7.72MB
[10:31:14 INF] Usage: Total CPU 1.68% | App CPU 0.00% | App Heap 7.71MB
[10:31:15 INF] Usage: Total CPU 4.16% | App CPU 0.00% | App Heap 7.72MB
[10:31:16 INF] Usage: Total CPU 4.84% | App CPU 0.00% | App Heap 7.71MB
[10:31:17 INF] Usage: Total CPU 0.48% | App CPU 0.00% | App Heap 7.71MB
[10:31:18 INF] Usage: Total CPU 1.07% | App CPU 0.00% | App Heap 7.72MB
[10:31:19 INF] Usage: Total CPU 1.65% | App CPU 0.26% | App Heap 7.72MB
[10:31:20 INF] Usage: Total CPU 2.40% | App CPU 0.00% | App Heap 7.72MB
[10:31:21 INF] Usage: Total CPU 1.45% | App CPU 0.00% | App Heap 7.72MB
[10:31:22 INF] Usage: Total CPU 0.52% | App CPU 0.00% | App Heap 7.72MB
[10:31:23 INF] Usage: Total CPU 2.86% | App CPU 0.00% | App Heap 7.72MB
[10:31:24 INF] Usage: Total CPU 1.31% | App CPU 0.00% | App Heap 7.72MB
[10:31:25 INF] Usage: Total CPU 2.61% | App CPU 1.55% | App Heap 7.72MB
[10:31:26 INF] Usage: Total CPU 2.61% | App CPU 0.00% | App Heap 7.72MB
[10:31:27 INF] Usage: Total CPU 2.19% | App CPU 0.00% | App Heap 7.72MB
[10:31:28 INF] Usage: Total CPU 4.41% | App CPU 0.00% | App Heap 7.72MB
[10:31:29 INF] Usage: Total CPU 3.71% | App CPU 1.21% | App Heap 7.72MB
[10:31:30 INF] Usage: Total CPU 6.93% | App CPU 0.00% | App Heap 7.72MB
[10:31:31 INF] Usage: Total CPU 2.31% | App CPU 1.55% | App Heap 7.72MB
[10:31:32 INF] Usage: Total CPU 1.51% | App CPU 0.00% | App Heap 7.72MB
[10:31:33 INF] Usage: Total CPU 3.70% | App CPU 0.00% | App Heap 7.72MB
[10:31:34 INF] Usage: Total CPU 4.97% | App CPU 0.00% | App Heap 7.73MB
[10:31:35 INF] Usage: Total CPU 9.00% | App CPU 0.00% | App Heap 7.72MB
[10:31:36 INF] Usage: Total CPU 3.68% | App CPU 1.55% | App Heap 7.72MB
[10:31:37 INF] Usage: Total CPU 3.22% | App CPU 0.00% | App Heap 7.72MB
[10:31:38 INF] Usage: Total CPU 5.48% | App CPU 0.00% | App Heap 7.73MB
[10:31:39 INF] Usage: Total CPU 4.68% | App CPU 0.00% | App Heap 7.73MB
[10:31:40 INF] Usage: Total CPU 5.42% | App CPU 0.00% | App Heap 7.72MB
[10:31:41 INF] Usage: Total CPU 4.09% | App CPU 0.00% | App Heap 7.72MB
[10:31:42 INF] Usage: Total CPU 7.53% | App CPU 0.00% | App Heap 7.73MB
[10:31:43 INF] Usage: Total CPU 6.33% | App CPU 1.42% | App Heap 7.72MB
[10:31:44 INF] Usage: Total CPU 7.26% | App CPU 0.00% | App Heap 7.72MB
[10:31:45 INF] Usage: Total CPU 7.47% | App CPU 1.55% | App Heap 7.72MB
[10:31:46 INF] Usage: Total CPU 6.14% | App CPU 0.00% | App Heap 7.72MB
[10:31:47 INF] Usage: Total CPU 4.24% | App CPU 0.00% | App Heap 7.72MB
[10:31:48 INF] Usage: Total CPU 7.31% | App CPU 0.00% | App Heap 7.72MB
[10:31:49 INF] Usage: Total CPU 7.76% | App CPU 0.00% | App Heap 7.72MB
[10:31:50 INF] Usage: Total CPU 7.06% | App CPU 0.06% | App Heap 7.73MB
[10:31:51 INF] Usage: Total CPU 4.28% | App CPU 0.58% | App Heap 7.73MB
[10:31:52 INF] Usage: Total CPU 8.73% | App CPU 0.00% | App Heap 7.72MB
[10:31:53 INF] Usage: Total CPU 4.95% | App CPU 0.00% | App Heap 7.72MB
[10:31:54 INF] Usage: Total CPU 7.73% | App CPU 0.00% | App Heap 7.72MB
[10:31:55 INF] Usage: Total CPU 10.13% | App CPU 0.00% | App Heap 7.72MB
[10:31:56 INF] Usage: Total CPU 13.60% | App CPU 0.00% | App Heap 7.72MB
[10:31:57 INF] Usage: Total CPU 20.54% | App CPU 0.00% | App Heap 7.72MB
[10:31:58 INF] Usage: Total CPU 18.84% | App CPU 0.00% | App Heap 7.72MB
[10:31:59 INF] Usage: Total CPU 15.05% | App CPU 0.00% | App Heap 7.72MB
[10:32:00 INF] Usage: Total CPU 14.87% | App CPU 0.00% | App Heap 7.73MB
[10:32:01 INF] Usage: Total CPU 13.01% | App CPU 0.00% | App Heap 7.72MB
[10:32:02 INF] Usage: Total CPU 15.70% | App CPU 0.00% | App Heap 7.72MB
[10:32:03 INF] Usage: Total CPU 10.51% | App CPU 0.00% | App Heap 7.72MB
[10:32:04 INF] Usage: Total CPU 11.60% | App CPU 0.00% | App Heap 7.72MB
[10:32:05 INF] Usage: Total CPU 8.91% | App CPU 1.54% | App Heap 7.72MB
[10:32:06 INF] Usage: Total CPU 11.17% | App CPU 1.54% | App Heap 7.73MB
[10:32:07 INF] Usage: Total CPU 9.19% | App CPU 1.54% | App Heap 7.72MB
[10:32:08 INF] Usage: Total CPU 6.83% | App CPU 0.00% | App Heap 7.73MB
[10:32:09 INF] Usage: Total CPU 8.20% | App CPU 1.54% | App Heap 7.72MB
[10:32:10 INF] Usage: Total CPU 8.63% | App CPU 1.47% | App Heap 7.72MB
[10:32:11 INF] Usage: Total CPU 9.72% | App CPU 0.00% | App Heap 7.72MB
[10:32:12 INF] Usage: Total CPU 5.81% | App CPU 0.00% | App Heap 7.72MB
[10:32:13 INF] Usage: Total CPU 6.37% | App CPU 0.00% | App Heap 7.73MB
[10:32:14 INF] Usage: Total CPU 6.28% | App CPU 0.00% | App Heap 7.72MB
[10:32:15 INF] Usage: Total CPU 6.25% | App CPU 0.00% | App Heap 7.73MB
[10:32:16 INF] Usage: Total CPU 9.90% | App CPU 1.53% | App Heap 7.73MB
[10:32:17 INF] Usage: Total CPU 9.10% | App CPU 1.54% | App Heap 7.73MB
[10:32:18 INF] Usage: Total CPU 7.30% | App CPU 0.06% | App Heap 7.73MB
[10:32:19 INF] Usage: Total CPU 12.47% | App CPU 0.00% | App Heap 7.73MB
[10:32:20 INF] Usage: Total CPU 9.62% | App CPU 0.00% | App Heap 7.73MB
[10:32:21 INF] Usage: Total CPU 10.15% | App CPU 0.00% | App Heap 7.73MB
[10:32:22 INF] Usage: Total CPU 9.70% | App CPU 0.97% | App Heap 7.73MB
[10:32:23 INF] Usage: Total CPU 5.64% | App CPU 0.00% | App Heap 7.73MB
[10:32:24 INF] Usage: Total CPU 10.24% | App CPU 0.00% | App Heap 7.73MB
[10:32:26 INF] Usage: Total CPU 10.04% | App CPU 0.00% | App Heap 7.73MB
[10:32:27 INF] Usage: Total CPU 14.76% | App CPU 0.00% | App Heap 7.73MB
[10:32:28 INF] Usage: Total CPU 5.00% | App CPU 0.00% | App Heap 7.73MB
[10:32:29 INF] Usage: Total CPU 4.06% | App CPU 0.00% | App Heap 7.73MB
[10:32:30 INF] Usage: Total CPU 5.71% | App CPU 0.06% | App Heap 7.73MB
[10:32:31 INF] Usage: Total CPU 5.87% | App CPU 1.54% | App Heap 7.74MB
[10:32:32 INF] Usage: Total CPU 6.23% | App CPU 0.00% | App Heap 7.73MB
[10:32:33 INF] Usage: Total CPU 7.86% | App CPU 0.00% | App Heap 7.74MB
[10:32:34 INF] Usage: Total CPU 8.24% | App CPU 1.55% | App Heap 7.73MB
[10:32:35 INF] Usage: Total CPU 16.86% | App CPU 0.00% | App Heap 7.73MB
[10:32:36 INF] Usage: Total CPU 7.07% | App CPU 0.00% | App Heap 7.73MB
[10:32:37 INF] Usage: Total CPU 4.10% | App CPU 0.00% | App Heap 7.73MB
[10:32:38 INF] Usage: Total CPU 5.01% | App CPU 0.00% | App Heap 7.73MB
[10:32:39 INF] Usage: Total CPU 3.77% | App CPU 0.00% | App Heap 7.73MB
[10:32:40 INF] Usage: Total CPU 5.21% | App CPU 0.00% | App Heap 7.73MB
[10:32:41 INF] Usage: Total CPU 3.97% | App CPU 1.22% | App Heap 7.73MB
[10:32:42 INF] Usage: Total CPU 2.89% | App CPU 0.00% | App Heap 7.73MB
[10:32:43 INF] Usage: Total CPU 3.58% | App CPU 0.00% | App Heap 7.73MB
[10:32:44 INF] Usage: Total CPU 2.62% | App CPU 0.00% | App Heap 7.73MB
[10:32:45 INF] Usage: Total CPU 2.59% | App CPU 0.00% | App Heap 7.74MB
[10:32:46 INF] Usage: Total CPU 2.91% | App CPU 0.00% | App Heap 7.73MB
[10:32:47 INF] Usage: Total CPU 2.08% | App CPU 0.00% | App Heap 7.73MB
[10:32:48 INF] Usage: Total CPU 1.26% | App CPU 0.00% | App Heap 7.74MB
[10:32:49 INF] Usage: Total CPU 2.48% | App CPU 0.00% | App Heap 7.74MB
[10:32:50 INF] Usage: Total CPU 3.70% | App CPU 0.00% | App Heap 7.74MB
[10:32:51 INF] Usage: Total CPU 3.15% | App CPU 0.00% | App Heap 7.74MB
[10:32:52 INF] Usage: Total CPU 2.29% | App CPU 0.00% | App Heap 7.74MB
[10:32:53 INF] Usage: Total CPU 5.83% | App CPU 0.00% | App Heap 7.73MB
[10:32:54 INF] Usage: Total CPU 4.93% | App CPU 1.55% | App Heap 7.74MB
[10:32:55 INF] Usage: Total CPU 4.41% | App CPU 0.00% | App Heap 7.73MB
[10:32:56 INF] Usage: Total CPU 4.34% | App CPU 0.00% | App Heap 7.73MB
[10:32:57 INF] Usage: Total CPU 6.89% | App CPU 0.00% | App Heap 7.73MB
[10:32:58 INF] Usage: Total CPU 6.11% | App CPU 0.06% | App Heap 7.74MB
[10:32:59 INF] Usage: Total CPU 0.20% | App CPU 0.00% | App Heap 7.74MB
[10:33:00 INF] Usage: Total CPU 2.10% | App CPU 0.00% | App Heap 7.74MB
[10:33:01 INF] Usage: Total CPU 1.81% | App CPU 0.00% | App Heap 7.74MB
[10:33:02 INF] Usage: Total CPU 7.69% | App CPU 0.00% | App Heap 7.73MB
[10:33:03 INF] Usage: Total CPU 9.28% | App CPU 0.00% | App Heap 7.73MB
[10:33:04 INF] Usage: Total CPU 7.72% | App CPU 1.54% | App Heap 7.73MB
[10:33:05 INF] Usage: Total CPU 4.65% | App CPU 0.00% | App Heap 7.74MB
[10:33:06 INF] Usage: Total CPU 2.06% | App CPU 0.00% | App Heap 7.74MB
[10:33:07 INF] Usage: Total CPU 7.35% | App CPU 1.54% | App Heap 7.74MB
[10:33:08 INF] Usage: Total CPU 0.00% | App CPU 0.00% | App Heap 7.73MB
[10:33:09 INF] Usage: Total CPU 1.21% | App CPU 0.00% | App Heap 7.73MB
[10:33:10 INF] Usage: Total CPU 1.79% | App CPU 0.00% | App Heap 7.73MB
[10:33:11 INF] Usage: Total CPU 0.25% | App CPU 0.00% | App Heap 7.74MB
[10:33:12 INF] Usage: Total CPU 0.73% | App CPU 0.00% | App Heap 7.74MB
[10:33:13 INF] Usage: Total CPU 1.66% | App CPU 0.00% | App Heap 7.74MB
[10:33:14 INF] Usage: Total CPU 1.40% | App CPU 0.00% | App Heap 7.74MB
[10:33:15 INF] Usage: Total CPU 0.00% | App CPU 0.00% | App Heap 7.73MB
[10:33:16 INF] Usage: Total CPU 3.84% | App CPU 0.00% | App Heap 7.73MB
[10:33:17 INF] Usage: Total CPU 0.30% | App CPU 0.00% | App Heap 7.74MB
[10:33:18 INF] Usage: Total CPU 1.38% | App CPU 0.06% | App Heap 7.73MB
[10:33:19 INF] Usage: Total CPU 3.11% | App CPU 0.00% | App Heap 7.73MB
[10:33:20 INF] Usage: Total CPU 0.73% | App CPU 0.00% | App Heap 7.74MB
[10:33:21 INF] Usage: Total CPU 1.82% | App CPU 0.00% | App Heap 7.73MB
[10:33:22 INF] Usage: Total CPU 1.86% | App CPU 0.00% | App Heap 7.74MB
[10:33:23 INF] Usage: Total CPU 4.70% | App CPU 0.00% | App Heap 7.74MB
[10:33:24 INF] Usage: Total CPU 1.98% | App CPU 0.00% | App Heap 7.73MB
[10:33:25 INF] Usage: Total CPU 1.82% | App CPU 0.06% | App Heap 7.74MB
[10:33:26 INF] Usage: Total CPU 2.99% | App CPU 0.00% | App Heap 7.73MB
[10:33:27 INF] Usage: Total CPU 2.22% | App CPU 0.00% | App Heap 7.74MB
[10:33:28 INF] Usage: Total CPU 0.00% | App CPU 0.00% | App Heap 7.73MB
[10:33:29 INF] Usage: Total CPU 1.51% | App CPU 0.00% | App Heap 7.73MB
[10:33:30 INF] Usage: Total CPU 2.71% | App CPU 0.00% | App Heap 7.74MB
[10:33:31 INF] Usage: Total CPU 1.20% | App CPU 0.00% | App Heap 7.73MB
[10:33:32 INF] Usage: Total CPU 0.00% | App CPU 0.00% | App Heap 7.73MB
[10:33:33 INF] Usage: Total CPU 9.51% | App CPU 0.00% | App Heap 7.73MB
[10:33:34 INF] Usage: Total CPU 5.73% | App CPU 0.00% | App Heap 7.73MB
[10:33:35 INF] Usage: Total CPU 3.26% | App CPU 0.00% | App Heap 7.73MB
[10:33:36 INF] Usage: Total CPU 0.03% | App CPU 0.00% | App Heap 7.73MB
[10:33:37 INF] Usage: Total CPU 4.12% | App CPU 0.00% | App Heap 7.73MB
[10:33:38 INF] Usage: Total CPU 8.33% | App CPU 0.00% | App Heap 7.74MB
[10:33:39 INF] Usage: Total CPU 8.08% | App CPU 0.00% | App Heap 7.74MB
[10:33:40 INF] Usage: Total CPU 8.56% | App CPU 1.03% | App Heap 7.74MB
[10:33:41 INF] Usage: Total CPU 6.21% | App CPU 1.56% | App Heap 7.74MB
[10:33:42 INF] Usage: Total CPU 5.27% | App CPU 0.00% | App Heap 7.74MB
[10:33:43 INF] Usage: Total CPU 2.15% | App CPU 1.55% | App Heap 7.74MB
[10:33:44 INF] Usage: Total CPU 1.22% | App CPU 0.00% | App Heap 7.74MB
[10:33:45 INF] Usage: Total CPU 1.65% | App CPU 0.00% | App Heap 7.74MB
[10:33:46 INF] Usage: Total CPU 2.11% | App CPU 0.00% | App Heap 7.74MB
[10:33:47 INF] Usage: Total CPU 0.99% | App CPU 0.00% | App Heap 7.74MB
[10:33:48 INF] Usage: Total CPU 0.81% | App CPU 0.06% | App Heap 7.74MB
[10:33:49 INF] Usage: Total CPU 1.85% | App CPU 0.00% | App Heap 7.74MB
[10:33:51 INF] Usage: Total CPU 1.12% | App CPU 0.00% | App Heap 7.74MB
[10:33:52 INF] Usage: Total CPU 2.19% | App CPU 0.39% | App Heap 7.74MB
[10:33:53 INF] Usage: Total CPU 2.67% | App CPU 0.00% | App Heap 7.74MB
[10:33:54 INF] Usage: Total CPU 2.29% | App CPU 0.06% | App Heap 7.75MB
[10:33:55 INF] Usage: Total CPU 2.83% | App CPU 0.00% | App Heap 7.74MB
[10:33:56 INF] Usage: Total CPU 6.59% | App CPU 0.00% | App Heap 7.74MB
[10:33:57 INF] Usage: Total CPU 4.12% | App CPU 0.00% | App Heap 7.74MB
[10:33:58 INF] Usage: Total CPU 6.18% | App CPU 0.00% | App Heap 7.74MB
[10:33:59 INF] Usage: Total CPU 2.27% | App CPU 0.00% | App Heap 7.74MB
[10:34:00 INF] Usage: Total CPU 1.17% | App CPU 0.00% | App Heap 7.74MB
[10:34:01 INF] Usage: Total CPU 4.02% | App CPU 0.00% | App Heap 7.75MB
[10:34:02 INF] Usage: Total CPU 2.27% | App CPU 1.55% | App Heap 7.74MB
[10:34:03 INF] Usage: Total CPU 1.12% | App CPU 0.00% | App Heap 7.75MB
[10:34:04 INF] Usage: Total CPU 3.49% | App CPU 1.55% | App Heap 7.74MB
[10:34:05 INF] Usage: Total CPU 1.86% | App CPU 0.00% | App Heap 7.75MB
[10:34:06 INF] Usage: Total CPU 0.31% | App CPU 0.00% | App Heap 7.75MB
[10:34:07 INF] Usage: Total CPU 1.98% | App CPU 0.00% | App Heap 7.75MB
[10:34:08 INF] Usage: Total CPU 1.89% | App CPU 0.00% | App Heap 7.74MB
[10:34:09 INF] Usage: Total CPU 3.15% | App CPU 0.00% | App Heap 7.75MB
[10:34:10 INF] Usage: Total CPU 0.57% | App CPU 0.00% | App Heap 7.75MB
[10:34:11 INF] Usage: Total CPU 1.52% | App CPU 0.00% | App Heap 7.74MB
[10:34:12 INF] Usage: Total CPU 1.12% | App CPU 0.00% | App Heap 7.74MB
[10:34:13 INF] Usage: Total CPU 0.18% | App CPU 0.00% | App Heap 7.75MB
[10:34:14 INF] Usage: Total CPU 3.22% | App CPU 0.00% | App Heap 7.75MB
[10:34:15 INF] Usage: Total CPU 0.00% | App CPU 0.00% | App Heap 7.74MB
[10:34:16 INF] Usage: Total CPU 2.01% | App CPU 0.00% | App Heap 7.75MB
[10:34:17 INF] Usage: Total CPU 0.11% | App CPU 0.00% | App Heap 7.75MB
[10:34:18 INF] Usage: Total CPU 2.12% | App CPU 0.00% | App Heap 7.74MB
[10:34:19 INF] Usage: Total CPU 2.53% | App CPU 0.00% | App Heap 7.74MB
[10:34:20 INF] Usage: Total CPU 0.69% | App CPU 0.00% | App Heap 7.74MB
[10:34:21 INF] Usage: Total CPU 0.65% | App CPU 0.00% | App Heap 7.75MB
[10:34:22 INF] Usage: Total CPU 2.07% | App CPU 0.26% | App Heap 7.75MB
[10:34:23 INF] Usage: Total CPU 3.45% | App CPU 0.00% | App Heap 7.74MB
[10:34:24 INF] Usage: Total CPU 3.37% | App CPU 0.06% | App Heap 7.75MB
[10:34:25 INF] Usage: Total CPU 7.07% | App CPU 1.03% | App Heap 7.75MB
[10:34:26 INF] Usage: Total CPU 4.51% | App CPU 0.00% | App Heap 7.74MB
[10:34:27 INF] Usage: Total CPU 5.34% | App CPU 0.00% | App Heap 7.74MB
[10:34:28 INF] Usage: Total CPU 3.54% | App CPU 1.42% | App Heap 7.74MB
[10:34:29 INF] Usage: Total CPU 7.60% | App CPU 0.00% | App Heap 7.74MB
[10:34:30 INF] Usage: Total CPU 2.94% | App CPU 1.54% | App Heap 7.75MB
[10:34:31 INF] Usage: Total CPU 3.18% | App CPU 0.00% | App Heap 7.74MB
[10:34:32 INF] Usage: Total CPU 2.96% | App CPU 0.00% | App Heap 7.75MB
[10:34:33 INF] Usage: Total CPU 4.28% | App CPU 0.00% | App Heap 7.75MB
[10:34:34 INF] Usage: Total CPU 2.30% | App CPU 0.00% | App Heap 7.75MB
[10:34:35 INF] Usage: Total CPU 0.80% | App CPU 0.00% | App Heap 7.75MB
[10:34:36 INF] Usage: Total CPU 3.89% | App CPU 0.00% | App Heap 7.75MB
[10:34:37 INF] Usage: Total CPU 0.47% | App CPU 0.00% | App Heap 7.75MB
[10:34:38 INF] Usage: Total CPU 0.84% | App CPU 0.00% | App Heap 7.75MB
[10:34:39 INF] Usage: Total CPU 3.34% | App CPU 0.00% | App Heap 7.75MB
[10:34:40 INF] Usage: Total CPU 3.23% | App CPU 1.10% | App Heap 7.74MB
[10:34:41 INF] Usage: Total CPU 0.41% | App CPU 0.00% | App Heap 7.75MB
[10:34:42 INF] Usage: Total CPU 2.84% | App CPU 0.00% | App Heap 7.75MB
[10:34:43 INF] Usage: Total CPU 0.88% | App CPU 0.06% | App Heap 7.75MB
[10:34:44 INF] Usage: Total CPU 4.30% | App CPU 0.00% | App Heap 7.74MB
[10:34:45 INF] Usage: Total CPU 5.95% | App CPU 1.42% | App Heap 7.74MB
[10:34:46 INF] Usage: Total CPU 1.82% | App CPU 0.00% | App Heap 7.75MB
[10:34:47 INF] Usage: Total CPU 3.05% | App CPU 0.00% | App Heap 7.75MB
[10:34:48 INF] Usage: Total CPU 3.26% | App CPU 0.00% | App Heap 7.75MB
[10:34:49 INF] Usage: Total CPU 1.47% | App CPU 0.00% | App Heap 7.75MB
[10:34:50 INF] Usage: Total CPU 2.54% | App CPU 0.00% | App Heap 7.75MB
[10:34:51 INF] Usage: Total CPU 1.46% | App CPU 0.00% | App Heap 7.75MB
[10:34:52 INF] Usage: Total CPU 0.00% | App CPU 0.00% | App Heap 7.75MB
[10:34:53 INF] Usage: Total CPU 5.53% | App CPU 0.00% | App Heap 7.75MB
[10:34:54 INF] Usage: Total CPU 2.79% | App CPU 1.10% | App Heap 7.75MB
[10:34:55 INF] Usage: Total CPU 6.22% | App CPU 0.00% | App Heap 7.75MB
[10:34:56 INF] Usage: Total CPU 5.56% | App CPU 0.00% | App Heap 7.75MB
[10:34:57 INF] Usage: Total CPU 5.71% | App CPU 0.00% | App Heap 7.75MB
[10:34:58 INF] Usage: Total CPU 1.88% | App CPU 0.00% | App Heap 7.75MB
[10:34:59 INF] Usage: Total CPU 3.81% | App CPU 0.00% | App Heap 7.75MB
[10:35:00 INF] Usage: Total CPU 1.20% | App CPU 1.55% | App Heap 7.75MB
[10:35:01 INF] Usage: Total CPU 2.90% | App CPU 0.00% | App Heap 7.75MB
[10:35:02 INF] Usage: Total CPU 2.08% | App CPU 0.00% | App Heap 7.76MB
[10:35:03 INF] Usage: Total CPU 1.28% | App CPU 1.53% | App Heap 7.76MB
[10:35:04 INF] Usage: Total CPU 3.59% | App CPU 0.00% | App Heap 7.76MB
[10:35:05 INF] Usage: Total CPU 0.54% | App CPU 0.00% | App Heap 7.76MB
[10:35:06 INF] Usage: Total CPU 4.08% | App CPU 0.00% | App Heap 7.76MB
[10:35:07 INF] Usage: Total CPU 5.40% | App CPU 1.54% | App Heap 7.76MB
[10:35:08 INF] Usage: Total CPU 3.19% | App CPU 0.00% | App Heap 7.75MB
[10:35:09 INF] Usage: Total CPU 1.06% | App CPU 0.00% | App Heap 7.76MB
[10:35:11 INF] Usage: Total CPU 4.50% | App CPU 0.00% | App Heap 7.76MB
[10:35:12 INF] Usage: Total CPU 1.73% | App CPU 1.55% | App Heap 7.76MB
[10:35:13 INF] Usage: Total CPU 1.78% | App CPU 0.00% | App Heap 7.75MB
[10:35:14 INF] Usage: Total CPU 3.83% | App CPU 1.48% | App Heap 7.75MB
[10:35:15 INF] Usage: Total CPU 0.12% | App CPU 0.00% | App Heap 7.75MB
[10:35:16 INF] Usage: Total CPU 1.77% | App CPU 0.00% | App Heap 7.75MB
[10:35:17 INF] Usage: Total CPU 2.88% | App CPU 0.00% | App Heap 7.76MB
[10:35:18 INF] Usage: Total CPU 1.71% | App CPU 1.02% | App Heap 7.75MB
[10:35:19 INF] Usage: Total CPU 2.74% | App CPU 0.00% | App Heap 7.75MB
[10:35:20 INF] Usage: Total CPU 0.00% | App CPU 0.00% | App Heap 7.76MB
[10:35:21 INF] Usage: Total CPU 3.90% | App CPU 0.00% | App Heap 7.75MB
[10:35:22 INF] Usage: Total CPU 1.61% | App CPU 1.55% | App Heap 7.75MB
[10:35:23 INF] Usage: Total CPU 2.16% | App CPU 0.00% | App Heap 7.76MB
[10:35:24 INF] Usage: Total CPU 0.00% | App CPU 0.00% | App Heap 7.76MB
[10:35:25 INF] Usage: Total CPU 1.08% | App CPU 0.00% | App Heap 7.76MB
[10:35:26 INF] Usage: Total CPU 2.78% | App CPU 0.00% | App Heap 7.76MB
[10:35:27 INF] Usage: Total CPU 1.47% | App CPU 0.00% | App Heap 7.76MB
[10:35:28 INF] Usage: Total CPU 0.83% | App CPU 0.00% | App Heap 7.76MB
[10:35:29 INF] Usage: Total CPU 1.53% | App CPU 0.00% | App Heap 7.76MB
[10:35:30 INF] Usage: Total CPU 0.00% | App CPU 0.00% | App Heap 7.75MB
[10:35:31 INF] Usage: Total CPU 3.08% | App CPU 0.06% | App Heap 7.76MB
[10:35:32 INF] Usage: Total CPU 0.69% | App CPU 0.00% | App Heap 7.76MB
[10:35:33 INF] Usage: Total CPU 3.13% | App CPU 0.00% | App Heap 7.76MB
[10:35:34 INF] Usage: Total CPU 4.33% | App CPU 0.00% | App Heap 7.76MB
[10:35:35 INF] Usage: Total CPU 5.20% | App CPU 0.00% | App Heap 7.76MB
